date,Appliances
2016-05-0306:30:00,50
2016-05-0306:40:00,60
2016-05-0306:50:00,60
2016-05-0307:00:00,60
2016-05-0307:10:00,50
2016-05-0307:20:00,50
2016-05-0307:30:00,50
2016-05-0307:40:00,50
2016-05-0307:50:00,40
2016-05-0308:00:00,70
2016-05-0308:10:00,50
2016-05-0308:20:00,60
2016-05-0308:30:00,50
2016-05-0308:40:00,50
2016-05-0308:50:00,50
2016-05-0309:00:00,30
2016-05-0309:10:00,30
2016-05-0309:20:00,20
2016-05-0309:30:00,40
2016-05-0309:40:00,60
2016-05-0309:50:00,60
2016-05-0310:00:00,50
2016-05-0310:10:00,60
2016-05-0310:20:00,50
2016-05-0310:30:00,40
2016-05-0310:40:00,60
2016-05-0310:50:00,50
2016-05-0311:00:00,50
2016-05-0311:10:00,60
2016-05-0311:20:00,60
2016-05-0311:30:00,50
2016-05-0311:40:00,50
2016-05-0311:50:00,50
2016-05-0312:00:00,50
2016-05-0312:10:00,60
2016-05-0312:20:00,40
2016-05-0312:30:00,60
2016-05-0312:40:00,60
2016-05-0312:50:00,50
2016-05-0313:00:00,60
2016-05-0313:10:00,40
2016-05-0313:20:00,30
2016-05-0313:30:00,30
2016-05-0313:40:00,20
2016-05-0313:50:00,60
2016-05-0314:00:00,50
2016-05-0314:10:00,70
2016-05-0314:20:00,60
2016-05-0314:30:00,60
2016-05-0314:40:00,50
2016-05-0314:50:00,50
2016-05-0315:00:00,40
2016-05-0315:10:00,50
2016-05-0315:20:00,50
2016-05-0315:30:00,50
2016-05-0315:40:00,60
2016-05-0315:50:00,50
2016-05-0316:00:00,60
2016-05-0316:10:00,60
2016-05-0316:20:00,60
2016-05-0316:30:00,60
2016-05-0316:40:00,80
2016-05-0316:50:00,70
2016-05-0317:00:00,90
2016-05-0317:10:00,150
2016-05-0317:20:00,460
2016-05-0317:30:00,340
2016-05-0317:40:00,310
2016-05-0317:50:00,120
2016-05-0318:00:00,140
2016-05-0318:10:00,150
2016-05-0318:20:00,120
2016-05-0318:30:00,130
2016-05-0318:40:00,130
2016-05-0318:50:00,130
2016-05-0319:00:00,130
2016-05-0319:10:00,170
2016-05-0319:20:00,210
2016-05-0319:30:00,110
2016-05-0319:40:00,100
2016-05-0319:50:00,110
2016-05-0320:00:00,90
2016-05-0320:10:00,120
2016-05-0320:20:00,130
2016-05-0320:30:00,130
2016-05-0320:40:00,120
2016-05-0320:50:00,120
2016-05-0321:00:00,60
2016-05-0321:10:00,60
2016-05-0321:20:00,50
2016-05-0321:30:00,60
2016-05-0321:40:00,60
2016-05-0321:50:00,50
2016-05-0322:00:00,60
2016-05-0322:10:00,60
2016-05-0322:20:00,60
2016-05-0322:30:00,50
2016-05-0322:40:00,40
2016-05-0322:50:00,60
2016-05-0323:00:00,50
2016-05-0323:10:00,50
2016-05-0323:20:00,40
2016-05-0323:30:00,30
2016-05-0323:40:00,40
2016-05-0323:50:00,40
2016-05-0400:00:00,40
2016-05-0400:10:00,50
2016-05-0400:20:00,60
2016-05-0400:30:00,50
2016-05-0400:40:00,50
2016-05-0400:50:00,60
2016-05-0401:00:00,60
2016-05-0401:10:00,50
2016-05-0401:20:00,60
2016-05-0401:30:00,50
2016-05-0401:40:00,50
2016-05-0401:50:00,50
2016-05-0402:00:00,50
2016-05-0402:10:00,40
2016-05-0402:20:00,60
2016-05-0402:30:00,60
2016-05-0402:40:00,60
2016-05-0402:50:00,60
2016-05-0403:00:00,50
2016-05-0403:10:00,50
2016-05-0403:20:00,50
2016-05-0403:30:00,20
2016-05-0403:40:00,30
2016-05-0403:50:00,30
2016-05-0404:00:00,30
2016-05-0404:10:00,60
2016-05-0404:20:00,50
2016-05-0404:30:00,60
2016-05-0404:40:00,40
2016-05-0404:50:00,60
2016-05-0405:00:00,70
2016-05-0405:10:00,70
2016-05-0405:20:00,70
2016-05-0405:30:00,70
2016-05-0405:40:00,70
2016-05-0405:50:00,50
2016-05-0406:00:00,70
2016-05-0406:10:00,280
2016-05-0406:20:00,150
2016-05-0406:30:00,60
2016-05-0406:40:00,70
2016-05-0406:50:00,60
2016-05-0407:00:00,70
2016-05-0407:10:00,50
2016-05-0407:20:00,60
2016-05-0407:30:00,50
2016-05-0407:40:00,50
2016-05-0407:50:00,80
2016-05-0408:00:00,60
2016-05-0408:10:00,370
2016-05-0408:20:00,400
2016-05-0408:30:00,70
2016-05-0408:40:00,70
2016-05-0408:50:00,80
2016-05-0409:00:00,90
2016-05-0409:10:00,70
2016-05-0409:20:00,80
2016-05-0409:30:00,60
2016-05-0409:40:00,50
2016-05-0409:50:00,80
2016-05-0410:00:00,80
2016-05-0410:10:00,80
2016-05-0410:20:00,80
2016-05-0410:30:00,120
2016-05-0410:40:00,90
2016-05-0410:50:00,50
2016-05-0411:00:00,70
2016-05-0411:10:00,60
2016-05-0411:20:00,90
2016-05-0411:30:00,80
2016-05-0411:40:00,80
2016-05-0411:50:00,80
2016-05-0412:00:00,60
2016-05-0412:10:00,70
2016-05-0412:20:00,60
2016-05-0412:30:00,60
2016-05-0412:40:00,70
2016-05-0412:50:00,70
2016-05-0413:00:00,80
2016-05-0413:10:00,70
2016-05-0413:20:00,70
2016-05-0413:30:00,70
2016-05-0413:40:00,60
2016-05-0413:50:00,70
2016-05-0414:00:00,60
2016-05-0414:10:00,70
2016-05-0414:20:00,70
2016-05-0414:30:00,70
2016-05-0414:40:00,80
2016-05-0414:50:00,70
2016-05-0415:00:00,80
2016-05-0415:10:00,70
2016-05-0415:20:00,70
2016-05-0415:30:00,50
2016-05-0415:40:00,60
2016-05-0415:50:00,80
2016-05-0416:00:00,90
2016-05-0416:10:00,90
2016-05-0416:20:00,80
2016-05-0416:30:00,80
2016-05-0416:40:00,70
2016-05-0416:50:00,80
2016-05-0417:00:00,90
2016-05-0417:10:00,90
2016-05-0417:20:00,130
2016-05-0417:30:00,120
2016-05-0417:40:00,130
2016-05-0417:50:00,120
2016-05-0418:00:00,130
2016-05-0418:10:00,120
2016-05-0418:20:00,200
2016-05-0418:30:00,120
2016-05-0418:40:00,110
2016-05-0418:50:00,120
2016-05-0419:00:00,130
2016-05-0419:10:00,130
2016-05-0419:20:00,110
2016-05-0419:30:00,120
2016-05-0419:40:00,90
2016-05-0419:50:00,90
2016-05-0420:00:00,80
2016-05-0420:10:00,80
2016-05-0420:20:00,100
2016-05-0420:30:00,110
2016-05-0420:40:00,110
2016-05-0420:50:00,120
2016-05-0421:00:00,80
2016-05-0421:10:00,80
2016-05-0421:20:00,80
2016-05-0421:30:00,70
2016-05-0421:40:00,80
2016-05-0421:50:00,60
2016-05-0422:00:00,50
2016-05-0422:10:00,70
2016-05-0422:20:00,50
2016-05-0422:30:00,60
2016-05-0422:40:00,50
2016-05-0422:50:00,50
2016-05-0423:00:00,60
2016-05-0423:10:00,50
2016-05-0423:20:00,50
2016-05-0423:30:00,60
2016-05-0423:40:00,50
2016-05-0423:50:00,60
2016-05-0500:00:00,40
2016-05-0500:10:00,40
2016-05-0500:20:00,20
2016-05-0500:30:00,40
2016-05-0500:40:00,50
2016-05-0500:50:00,50
2016-05-0501:00:00,50
2016-05-0501:10:00,60
2016-05-0501:20:00,60
2016-05-0501:30:00,60
2016-05-0501:40:00,60
2016-05-0501:50:00,50
2016-05-0502:00:00,50
2016-05-0502:10:00,50
2016-05-0502:20:00,40
2016-05-0502:30:00,50
2016-05-0502:40:00,60
2016-05-0502:50:00,60
2016-05-0503:00:00,60
2016-05-0503:10:00,60
2016-05-0503:20:00,60
2016-05-0503:30:00,50
2016-05-0503:40:00,50
2016-05-0503:50:00,50
2016-05-0504:00:00,40
2016-05-0504:10:00,50
2016-05-0504:20:00,60
2016-05-0504:30:00,50
2016-05-0504:40:00,60
2016-05-0504:50:00,50
2016-05-0505:00:00,30
2016-05-0505:10:00,20
2016-05-0505:20:00,30
2016-05-0505:30:00,30
2016-05-0505:40:00,50
2016-05-0505:50:00,70
2016-05-0506:00:00,60
2016-05-0506:10:00,60
2016-05-0506:20:00,50
2016-05-0506:30:00,60
2016-05-0506:40:00,50
2016-05-0506:50:00,70
2016-05-0507:00:00,170
2016-05-0507:10:00,400
2016-05-0507:20:00,150
2016-05-0507:30:00,70
2016-05-0507:40:00,110
2016-05-0507:50:00,100
2016-05-0508:00:00,120
2016-05-0508:10:00,80
2016-05-0508:20:00,90
2016-05-0508:30:00,120
2016-05-0508:40:00,390
2016-05-0508:50:00,240
2016-05-0509:00:00,120
2016-05-0509:10:00,70
2016-05-0509:20:00,90
2016-05-0509:30:00,80
2016-05-0509:40:00,70
2016-05-0509:50:00,80
2016-05-0510:00:00,110
2016-05-0510:10:00,90
2016-05-0510:20:00,100
2016-05-0510:30:00,100
2016-05-0510:40:00,100
2016-05-0510:50:00,80
2016-05-0511:00:00,80
2016-05-0511:10:00,90
2016-05-0511:20:00,90
2016-05-0511:30:00,90
2016-05-0511:40:00,90
2016-05-0511:50:00,90
2016-05-0512:00:00,90
2016-05-0512:10:00,160
2016-05-0512:20:00,140
2016-05-0512:30:00,80
2016-05-0512:40:00,70
2016-05-0512:50:00,80
2016-05-0513:00:00,30
2016-05-0513:10:00,30
2016-05-0513:20:00,40
2016-05-0513:30:00,20
2016-05-0513:40:00,70
2016-05-0513:50:00,60
2016-05-0514:00:00,60
2016-05-0514:10:00,60
2016-05-0514:20:00,60
2016-05-0514:30:00,50
2016-05-0514:40:00,50
2016-05-0514:50:00,50
2016-05-0515:00:00,50
2016-05-0515:10:00,70
2016-05-0515:20:00,60
2016-05-0515:30:00,60
2016-05-0515:40:00,60
2016-05-0515:50:00,50
2016-05-0516:00:00,50
2016-05-0516:10:00,50
2016-05-0516:20:00,60
2016-05-0516:30:00,40
2016-05-0516:40:00,60
2016-05-0516:50:00,50
2016-05-0517:00:00,60
2016-05-0517:10:00,50
2016-05-0517:20:00,60
2016-05-0517:30:00,210
2016-05-0517:40:00,320
2016-05-0517:50:00,520
2016-05-0518:00:00,490
2016-05-0518:10:00,150
2016-05-0518:20:00,90
2016-05-0518:30:00,90
2016-05-0518:40:00,80
2016-05-0518:50:00,70
2016-05-0519:00:00,80
2016-05-0519:10:00,120
2016-05-0519:20:00,110
2016-05-0519:30:00,90
2016-05-0519:40:00,100
2016-05-0519:50:00,90
2016-05-0520:00:00,100
2016-05-0520:10:00,100
2016-05-0520:20:00,90
2016-05-0520:30:00,90
2016-05-0520:40:00,110
2016-05-0520:50:00,100
2016-05-0521:00:00,90
2016-05-0521:10:00,100
2016-05-0521:20:00,70
2016-05-0521:30:00,50
2016-05-0521:40:00,50
2016-05-0521:50:00,70
2016-05-0522:00:00,60
2016-05-0522:10:00,50
2016-05-0522:20:00,70
2016-05-0522:30:00,50
2016-05-0522:40:00,60
2016-05-0522:50:00,50
2016-05-0523:00:00,50
2016-05-0523:10:00,60
2016-05-0523:20:00,50
2016-05-0523:30:00,50
2016-05-0523:40:00,60
2016-05-0523:50:00,60
2016-05-0600:00:00,50
2016-05-0600:10:00,50
2016-05-0600:20:00,20
2016-05-0600:30:00,40
2016-05-0600:40:00,40
2016-05-0600:50:00,50
2016-05-0601:00:00,60
2016-05-0601:10:00,50
2016-05-0601:20:00,60
2016-05-0601:30:00,60
2016-05-0601:40:00,60
2016-05-0601:50:00,60
2016-05-0602:00:00,50
2016-05-0602:10:00,40
2016-05-0602:20:00,50
2016-05-0602:30:00,60
2016-05-0602:40:00,40
2016-05-0602:50:00,60
2016-05-0603:00:00,60
2016-05-0603:10:00,60
2016-05-0603:20:00,50
2016-05-0603:30:00,60
2016-05-0603:40:00,70
2016-05-0603:50:00,50
2016-05-0604:00:00,50
2016-05-0604:10:00,50
2016-05-0604:20:00,50
2016-05-0604:30:00,40
2016-05-0604:40:00,60
2016-05-0604:50:00,50
2016-05-0605:00:00,60
2016-05-0605:10:00,50
2016-05-0605:20:00,50
2016-05-0605:30:00,50
2016-05-0605:40:00,40
2016-05-0605:50:00,60
2016-05-0606:00:00,50
2016-05-0606:10:00,50
2016-05-0606:20:00,80
2016-05-0606:30:00,110
2016-05-0606:40:00,80
2016-05-0606:50:00,70
2016-05-0607:00:00,60
2016-05-0607:10:00,60
2016-05-0607:20:00,70
2016-05-0607:30:00,670
2016-05-0607:40:00,470
2016-05-0607:50:00,150
2016-05-0608:00:00,70
2016-05-0608:10:00,110
2016-05-0608:20:00,110
2016-05-0608:30:00,100
2016-05-0608:40:00,100
2016-05-0608:50:00,80
2016-05-0609:00:00,90
2016-05-0609:10:00,110
2016-05-0609:20:00,450
2016-05-0609:30:00,610
2016-05-0609:40:00,290
2016-05-0609:50:00,90
2016-05-0610:00:00,120
2016-05-0610:10:00,110
2016-05-0610:20:00,70
2016-05-0610:30:00,100
2016-05-0610:40:00,70
2016-05-0610:50:00,70
2016-05-0611:00:00,60
2016-05-0611:10:00,60
2016-05-0611:20:00,80
2016-05-0611:30:00,70
2016-05-0611:40:00,80
2016-05-0611:50:00,310
2016-05-0612:00:00,340
2016-05-0612:10:00,110
2016-05-0612:20:00,80
2016-05-0612:30:00,100
2016-05-0612:40:00,120
2016-05-0612:50:00,80
2016-05-0613:00:00,90
2016-05-0613:10:00,90
2016-05-0613:20:00,90
2016-05-0613:30:00,70
2016-05-0613:40:00,70
2016-05-0613:50:00,70
2016-05-0614:00:00,70
2016-05-0614:10:00,70
2016-05-0614:20:00,140
2016-05-0614:30:00,340
2016-05-0614:40:00,190
2016-05-0614:50:00,150
2016-05-0615:00:00,80
2016-05-0615:10:00,80
2016-05-0615:20:00,70
2016-05-0615:30:00,80
2016-05-0615:40:00,70
2016-05-0615:50:00,70
2016-05-0616:00:00,70
2016-05-0616:10:00,70
2016-05-0616:20:00,70
2016-05-0616:30:00,60
2016-05-0616:40:00,70
2016-05-0616:50:00,80
2016-05-0617:00:00,90
2016-05-0617:10:00,90
2016-05-0617:20:00,100
2016-05-0617:30:00,90
2016-05-0617:40:00,100
2016-05-0617:50:00,90
2016-05-0618:00:00,230
2016-05-0618:10:00,230
2016-05-0618:20:00,200
2016-05-0618:30:00,190
2016-05-0618:40:00,100
2016-05-0618:50:00,110
2016-05-0619:00:00,110
2016-05-0619:10:00,110
2016-05-0619:20:00,110
2016-05-0619:30:00,140
2016-05-0619:40:00,150
2016-05-0619:50:00,140
2016-05-0620:00:00,130
2016-05-0620:10:00,130
2016-05-0620:20:00,140
2016-05-0620:30:00,120
2016-05-0620:40:00,100
2016-05-0620:50:00,80
2016-05-0621:00:00,90
2016-05-0621:10:00,80
2016-05-0621:20:00,80
2016-05-0621:30:00,80
2016-05-0621:40:00,50
2016-05-0621:50:00,50
2016-05-0622:00:00,60
2016-05-0622:10:00,50
2016-05-0622:20:00,50
2016-05-0622:30:00,50
2016-05-0622:40:00,50
2016-05-0622:50:00,60
2016-05-0623:00:00,60
2016-05-0623:10:00,60
2016-05-0623:20:00,60
2016-05-0623:30:00,60
2016-05-0623:40:00,50
2016-05-0623:50:00,60
2016-05-0700:00:00,50
2016-05-0700:10:00,50
2016-05-0700:20:00,50
2016-05-0700:30:00,50
2016-05-0700:40:00,60
2016-05-0700:50:00,50
2016-05-0701:00:00,60
2016-05-0701:10:00,60
2016-05-0701:20:00,60
2016-05-0701:30:00,60
2016-05-0701:40:00,60
2016-05-0701:50:00,40
2016-05-0702:00:00,60
2016-05-0702:10:00,40
2016-05-0702:20:00,60
2016-05-0702:30:00,40
2016-05-0702:40:00,60
2016-05-0702:50:00,60
2016-05-0703:00:00,50
2016-05-0703:10:00,70
2016-05-0703:20:00,50
2016-05-0703:30:00,60
2016-05-0703:40:00,50
2016-05-0703:50:00,50
2016-05-0704:00:00,50
2016-05-0704:10:00,60
2016-05-0704:20:00,40
2016-05-0704:30:00,60
2016-05-0704:40:00,60
2016-05-0704:50:00,60
2016-05-0705:00:00,60
2016-05-0705:10:00,50
2016-05-0705:20:00,50
2016-05-0705:30:00,50
2016-05-0705:40:00,50
2016-05-0705:50:00,50
2016-05-0706:00:00,40
2016-05-0706:10:00,50
2016-05-0706:20:00,50
2016-05-0706:30:00,60
2016-05-0706:40:00,60
2016-05-0706:50:00,60
2016-05-0707:00:00,50
2016-05-0707:10:00,60
2016-05-0707:20:00,60
2016-05-0707:30:00,260
2016-05-0707:40:00,360
2016-05-0707:50:00,100
2016-05-0708:00:00,90
2016-05-0708:10:00,90
2016-05-0708:20:00,100
2016-05-0708:30:00,120
2016-05-0708:40:00,200
2016-05-0708:50:00,130
2016-05-0709:00:00,80
2016-05-0709:10:00,210
2016-05-0709:20:00,240
2016-05-0709:30:00,210
2016-05-0709:40:00,80
2016-05-0709:50:00,100
2016-05-0710:00:00,90
2016-05-0710:10:00,110
2016-05-0710:20:00,120
2016-05-0710:30:00,360
2016-05-0710:40:00,270
2016-05-0710:50:00,120
2016-05-0711:00:00,140
2016-05-0711:10:00,120
2016-05-0711:20:00,100
2016-05-0711:30:00,260
2016-05-0711:40:00,250
2016-05-0711:50:00,100
2016-05-0712:00:00,90
2016-05-0712:10:00,80
2016-05-0712:20:00,100
2016-05-0712:30:00,80
2016-05-0712:40:00,90
2016-05-0712:50:00,80
2016-05-0713:00:00,80
2016-05-0713:10:00,80
2016-05-0713:20:00,70
2016-05-0713:30:00,80
2016-05-0713:40:00,70
2016-05-0713:50:00,70
2016-05-0714:00:00,70
2016-05-0714:10:00,80
2016-05-0714:20:00,100
2016-05-0714:30:00,90
2016-05-0714:40:00,90
2016-05-0714:50:00,100
2016-05-0715:00:00,110
2016-05-0715:10:00,110
2016-05-0715:20:00,100
2016-05-0715:30:00,110
2016-05-0715:40:00,100
2016-05-0715:50:00,90
2016-05-0716:00:00,100
2016-05-0716:10:00,90
2016-05-0716:20:00,100
2016-05-0716:30:00,90
2016-05-0716:40:00,90
2016-05-0716:50:00,80
2016-05-0717:00:00,90
2016-05-0717:10:00,80
2016-05-0717:20:00,90
2016-05-0717:30:00,90
2016-05-0717:40:00,80
2016-05-0717:50:00,70
2016-05-0718:00:00,80
2016-05-0718:10:00,560
2016-05-0718:20:00,630
2016-05-0718:30:00,230
2016-05-0718:40:00,100
2016-05-0718:50:00,110
2016-05-0719:00:00,120
2016-05-0719:10:00,130
2016-05-0719:20:00,120
2016-05-0719:30:00,140
2016-05-0719:40:00,100
2016-05-0719:50:00,110
2016-05-0720:00:00,100
2016-05-0720:10:00,100
2016-05-0720:20:00,100
2016-05-0720:30:00,100
2016-05-0720:40:00,70
2016-05-0720:50:00,50
2016-05-0721:00:00,50
2016-05-0721:10:00,60
2016-05-0721:20:00,60
2016-05-0721:30:00,50
2016-05-0721:40:00,60
2016-05-0721:50:00,60
2016-05-0722:00:00,70
2016-05-0722:10:00,60
2016-05-0722:20:00,70
2016-05-0722:30:00,50
2016-05-0722:40:00,50
2016-05-0722:50:00,50
2016-05-0723:00:00,60
2016-05-0723:10:00,50
2016-05-0723:20:00,50
2016-05-0723:30:00,60
2016-05-0723:40:00,60
2016-05-0723:50:00,60
2016-05-0800:00:00,60
2016-05-0800:10:00,60
2016-05-0800:20:00,60
2016-05-0800:30:00,50
2016-05-0800:40:00,60
2016-05-0800:50:00,60
2016-05-0801:00:00,60
2016-05-0801:10:00,50
2016-05-0801:20:00,40
2016-05-0801:30:00,60
2016-05-0801:40:00,50
2016-05-0801:50:00,50
2016-05-0802:00:00,50
2016-05-0802:10:00,60
2016-05-0802:20:00,50
2016-05-0802:30:00,60
2016-05-0802:40:00,60
2016-05-0802:50:00,50
2016-05-0803:00:00,60
2016-05-0803:10:00,50
2016-05-0803:20:00,60
2016-05-0803:30:00,60
2016-05-0803:40:00,50
2016-05-0803:50:00,60
2016-05-0804:00:00,50
2016-05-0804:10:00,40
2016-05-0804:20:00,50
2016-05-0804:30:00,50
2016-05-0804:40:00,50
2016-05-0804:50:00,60
2016-05-0805:00:00,60
2016-05-0805:10:00,60
2016-05-0805:20:00,50
2016-05-0805:30:00,60
2016-05-0805:40:00,50
2016-05-0805:50:00,60
2016-05-0806:00:00,50
2016-05-0806:10:00,60
2016-05-0806:20:00,50
2016-05-0806:30:00,50
2016-05-0806:40:00,50
2016-05-0806:50:00,40
2016-05-0807:00:00,60
2016-05-0807:10:00,40
2016-05-0807:20:00,50
2016-05-0807:30:00,60
2016-05-0807:40:00,90
2016-05-0807:50:00,60
2016-05-0808:00:00,70
2016-05-0808:10:00,60
2016-05-0808:20:00,400
2016-05-0808:30:00,130
2016-05-0808:40:00,370
2016-05-0808:50:00,70
2016-05-0809:00:00,330
2016-05-0809:10:00,230
2016-05-0809:20:00,60
2016-05-0809:30:00,80
2016-05-0809:40:00,80
2016-05-0809:50:00,80
2016-05-0810:00:00,410
2016-05-0810:10:00,180
2016-05-0810:20:00,50
2016-05-0810:30:00,60
2016-05-0810:40:00,50
2016-05-0810:50:00,60
2016-05-0811:00:00,50
2016-05-0811:10:00,50
2016-05-0811:20:00,50
2016-05-0811:30:00,50
2016-05-0811:40:00,60
2016-05-0811:50:00,40
2016-05-0812:00:00,60
2016-05-0812:10:00,50
2016-05-0812:20:00,60
2016-05-0812:30:00,60
2016-05-0812:40:00,60
2016-05-0812:50:00,50
2016-05-0813:00:00,60
2016-05-0813:10:00,60
2016-05-0813:20:00,50
2016-05-0813:30:00,60
2016-05-0813:40:00,60
2016-05-0813:50:00,50
2016-05-0814:00:00,60
2016-05-0814:10:00,60
2016-05-0814:20:00,50
2016-05-0814:30:00,60
2016-05-0814:40:00,50
2016-05-0814:50:00,60
2016-05-0815:00:00,40
2016-05-0815:10:00,50
2016-05-0815:20:00,50
2016-05-0815:30:00,50
2016-05-0815:40:00,50
2016-05-0815:50:00,60
2016-05-0816:00:00,60
2016-05-0816:10:00,50
2016-05-0816:20:00,60
2016-05-0816:30:00,50
2016-05-0816:40:00,60
2016-05-0816:50:00,50
2016-05-0817:00:00,70
2016-05-0817:10:00,50
2016-05-0817:20:00,60
2016-05-0817:30:00,60
2016-05-0817:40:00,60
2016-05-0817:50:00,40
2016-05-0818:00:00,60
2016-05-0818:10:00,40
2016-05-0818:20:00,50
2016-05-0818:30:00,40
2016-05-0818:40:00,50
2016-05-0818:50:00,60
2016-05-0819:00:00,50
2016-05-0819:10:00,60
2016-05-0819:20:00,50
2016-05-0819:30:00,50
2016-05-0819:40:00,60
2016-05-0819:50:00,90
2016-05-0820:00:00,70
2016-05-0820:10:00,90
2016-05-0820:20:00,80
2016-05-0820:30:00,80
2016-05-0820:40:00,70
2016-05-0820:50:00,80
2016-05-0821:00:00,70
2016-05-0821:10:00,80
2016-05-0821:20:00,60
2016-05-0821:30:00,50
2016-05-0821:40:00,60
2016-05-0821:50:00,60
2016-05-0822:00:00,60
2016-05-0822:10:00,60
2016-05-0822:20:00,60
2016-05-0822:30:00,60
2016-05-0822:40:00,50
2016-05-0822:50:00,60
2016-05-0823:00:00,50
2016-05-0823:10:00,60
2016-05-0823:20:00,50
2016-05-0823:30:00,60
2016-05-0823:40:00,60
2016-05-0823:50:00,40
2016-05-0900:00:00,60
2016-05-0900:10:00,50
2016-05-0900:20:00,50
2016-05-0900:30:00,50
2016-05-0900:40:00,60
2016-05-0900:50:00,60
2016-05-0901:00:00,50
2016-05-0901:10:00,70
2016-05-0901:20:00,50
2016-05-0901:30:00,60
2016-05-0901:40:00,60
2016-05-0901:50:00,60
2016-05-0902:00:00,50
2016-05-0902:10:00,60
2016-05-0902:20:00,60
2016-05-0902:30:00,60
2016-05-0902:40:00,50
2016-05-0902:50:00,50
2016-05-0903:00:00,50
2016-05-0903:10:00,60
2016-05-0903:20:00,40
2016-05-0903:30:00,50
2016-05-0903:40:00,60
2016-05-0903:50:00,60
2016-05-0904:00:00,50
2016-05-0904:10:00,60
2016-05-0904:20:00,60
2016-05-0904:30:00,50
2016-05-0904:40:00,60
2016-05-0904:50:00,60
2016-05-0905:00:00,90
2016-05-0905:10:00,70
2016-05-0905:20:00,50
2016-05-0905:30:00,60
2016-05-0905:40:00,70
2016-05-0905:50:00,50
2016-05-0906:00:00,60
2016-05-0906:10:00,40
2016-05-0906:20:00,70
2016-05-0906:30:00,50
2016-05-0906:40:00,60
2016-05-0906:50:00,50
2016-05-0907:00:00,60
2016-05-0907:10:00,50
2016-05-0907:20:00,60
2016-05-0907:30:00,60
2016-05-0907:40:00,60
2016-05-0907:50:00,50
2016-05-0908:00:00,50
2016-05-0908:10:00,70
2016-05-0908:20:00,50
2016-05-0908:30:00,70
2016-05-0908:40:00,60
2016-05-0908:50:00,70
2016-05-0909:00:00,70
2016-05-0909:10:00,70
2016-05-0909:20:00,70
2016-05-0909:30:00,70
2016-05-0909:40:00,60
2016-05-0909:50:00,60
2016-05-0910:00:00,60
2016-05-0910:10:00,60
2016-05-0910:20:00,50
2016-05-0910:30:00,60
2016-05-0910:40:00,50
2016-05-0910:50:00,50
2016-05-0911:00:00,50
2016-05-0911:10:00,50
2016-05-0911:20:00,60
2016-05-0911:30:00,60
2016-05-0911:40:00,80
2016-05-0911:50:00,70
2016-05-0912:00:00,70
2016-05-0912:10:00,60
2016-05-0912:20:00,230
2016-05-0912:30:00,190
2016-05-0912:40:00,180
2016-05-0912:50:00,80
2016-05-0913:00:00,80
2016-05-0913:10:00,60
2016-05-0913:20:00,360
2016-05-0913:30:00,370
2016-05-0913:40:00,110
2016-05-0913:50:00,60
2016-05-0914:00:00,70
2016-05-0914:10:00,240
2016-05-0914:20:00,60
2016-05-0914:30:00,50
2016-05-0914:40:00,60
2016-05-0914:50:00,50
2016-05-0915:00:00,60
2016-05-0915:10:00,80
2016-05-0915:20:00,60
2016-05-0915:30:00,80
2016-05-0915:40:00,70
2016-05-0915:50:00,70
2016-05-0916:00:00,70
2016-05-0916:10:00,70
2016-05-0916:20:00,70
2016-05-0916:30:00,70
2016-05-0916:40:00,100
2016-05-0916:50:00,90
2016-05-0917:00:00,90
2016-05-0917:10:00,90
2016-05-0917:20:00,170
2016-05-0917:30:00,410
2016-05-0917:40:00,540
2016-05-0917:50:00,310
2016-05-0918:00:00,110
2016-05-0918:10:00,110
2016-05-0918:20:00,110
2016-05-0918:30:00,120
2016-05-0918:40:00,160
2016-05-0918:50:00,110
2016-05-0919:00:00,120
2016-05-0919:10:00,110
2016-05-0919:20:00,110
2016-05-0919:30:00,110
2016-05-0919:40:00,100
2016-05-0919:50:00,110
2016-05-0920:00:00,100
2016-05-0920:10:00,100
2016-05-0920:20:00,100
2016-05-0920:30:00,120
2016-05-0920:40:00,80
2016-05-0920:50:00,70
2016-05-0921:00:00,70
2016-05-0921:10:00,70
2016-05-0921:20:00,70
2016-05-0921:30:00,70
2016-05-0921:40:00,80
2016-05-0921:50:00,70
2016-05-0922:00:00,70
2016-05-0922:10:00,80
2016-05-0922:20:00,70
2016-05-0922:30:00,70
2016-05-0922:40:00,80
2016-05-0922:50:00,60
2016-05-0923:00:00,60
2016-05-0923:10:00,60
2016-05-0923:20:00,60
2016-05-0923:30:00,60
2016-05-0923:40:00,50
2016-05-0923:50:00,70
2016-05-1000:00:00,50
2016-05-1000:10:00,50
2016-05-1000:20:00,60
2016-05-1000:30:00,50
2016-05-1000:40:00,50
2016-05-1000:50:00,50
2016-05-1001:00:00,50
2016-05-1001:10:00,50
2016-05-1001:20:00,50
2016-05-1001:30:00,60
2016-05-1001:40:00,50
2016-05-1001:50:00,70
2016-05-1002:00:00,60
2016-05-1002:10:00,50
2016-05-1002:20:00,70
2016-05-1002:30:00,50
2016-05-1002:40:00,60
2016-05-1002:50:00,50
2016-05-1003:00:00,70
2016-05-1003:10:00,50
2016-05-1003:20:00,60
2016-05-1003:30:00,50
2016-05-1003:40:00,60
2016-05-1003:50:00,50
2016-05-1004:00:00,50
2016-05-1004:10:00,50
2016-05-1004:20:00,50
2016-05-1004:30:00,50
2016-05-1004:40:00,50
2016-05-1004:50:00,50
